,Unnamed: 0,record_time,type,name,mappingName,capacity,used,percent,gov,status,note,noteId,year,month
30,30,2021-12-23 16:40,lng,大潭CC#2,['大潭'],742.7,165.0,22.22,1,online,部分故障,,2021,12
30,30,2021-07-09 08:40,lng,大潭CC#2,['大潭'],742.7,452.0,60.86,1,online,部分故障,,2021,07
30,30,2021-08-01 04:00,lng,大潭CC#2,['大潭'],742.7,336.7,45.33,1,online,部分故障,,2021,08
30,30,2021-10-26 17:50,lng,大潭CC#2,['大潭'],742.7,196.2,26.42,1,online,部分故障,,2021,10
30,30,2021-07-21 09:10,lng,大潭CC#2,['大潭'],742.7,408.0,54.93,1,online,部分故障,,2021,07
30,30,2021-11-07 20:40,lng,大潭CC#2,['大潭'],742.7,197.3,26.57,1,online,部分故障,,2021,11
30,30,2021-04-26 14:20,lng,大潭CC#2,['大潭'],742.7,624.1,84.03,1,online,,,2021,04
30,30,2021-06-21 15:00,lng,大潭CC#2,['大潭'],742.7,659.5,88.8,1,online,,,2021,06
30,30,2021-07-07 08:40,lng,大潭CC#2,['大潭'],742.7,695.8,93.69,1,online,,,2021,07
30,30,2021-07-10 11:50,lng,大潭CC#2,['大潭'],742.7,413.0,55.61,1,online,部分故障,,2021,07
30,30,2021-08-01 00:10,lng,大潭CC#2,['大潭'],742.7,337.4,45.43,1,online,部分故障,,2021,08
30,30,2021-07-06 22:50,lng,大潭CC#2,['大潭'],742.7,708.0,95.33,1,online,,,2021,07
30,30,2021-09-09 16:30,lng,大潭CC#2,['大潭'],742.7,464.8,62.58,1,online,部分故障,,2021,09
30,30,2021-06-16 18:40,lng,大潭CC#2,['大潭'],742.7,617.4,83.13,1,online,,,2021,06
30,30,2021-12-01 07:20,lng,大潭CC#2,['大潭'],742.7,194.5,26.19,1,online,部分故障,,2021,12
30,30,2021-09-22 04:10,lng,大潭CC#2,['大潭'],742.7,189.8,25.56,1,online,部分故障,,2021,09
30,30,2021-07-07 14:10,lng,大潭CC#2,['大潭'],742.7,719.2,96.84,1,online,,,2021,07
30,30,2021-11-27 00:10,lng,大潭CC#2,['大潭'],742.7,197.7,26.62,1,online,部分故障,,2021,11
30,30,2021-12-04 02:50,lng,大潭CC#2,['大潭'],742.7,195.4,26.31,1,online,部分故障,,2021,12
30,30,2021-12-21 19:00,lng,大潭CC#2,['大潭'],742.7,164.4,22.14,1,online,部分故障,,2021,12
30,30,2021-10-27 19:30,lng,大潭CC#2,['大潭'],742.7,196.0,26.39,1,online,部分故障,,2021,10
30,30,2021-09-20 01:40,lng,大潭CC#2,['大潭'],742.7,216.3,29.12,1,online,部分故障,,2021,09
30,30,2021-10-18 05:10,lng,大潭CC#2,['大潭'],742.7,192.8,25.96,1,online,部分故障,,2021,10
30,30,2021-09-26 21:00,lng,大潭CC#2,['大潭'],742.7,207.2,27.9,1,online,部分故障,,2021,09
30,30,2021-11-21 21:40,lng,大潭CC#2,['大潭'],742.7,197.9,26.65,1,online,部分故障,,2021,11
30,30,2021-08-03 13:00,lng,大潭CC#2,['大潭'],742.7,430.3,57.94,1,online,部分故障,,2021,08
30,30,2021-11-17 16:10,lng,大潭CC#2,['大潭'],742.7,197.6,26.61,1,online,部分故障,,2021,11
30,30,2021-07-08 13:30,lng,大潭CC#2,['大潭'],742.7,411.5,55.41,1,online,部分故障,,2021,07
30,30,2021-05-19 16:10,lng,大潭CC#2,['大潭'],742.7,749.5,100.92,1,online,,,2021,05
30,30,2021-07-14 05:10,lng,大潭CC#2,['大潭'],742.7,434.1,58.45,1,online,部分故障,,2021,07
30,30,2021-09-28 13:30,lng,大潭CC#2,['大潭'],742.7,202.1,27.21,1,online,部分故障,,2021,09
30,30,2021-05-26 10:30,lng,大潭CC#2,['大潭'],742.7,756.1,101.8,1,online,,,2021,05
29,29,2021-12-29 08:40,lng,大潭CC#2,['大潭'],742.7,166.3,22.39,1,online,部分故障,,2021,12
30,30,2021-11-25 06:00,lng,大潭CC#2,['大潭'],742.7,196.9,26.51,1,online,部分故障,,2021,11
